KeepRollin,,2019-06-05 15:56:00,1.335,ADMP keep pumping
beachsidefreddy,,2019-06-05 12:47:00,1.31,ADMP 20000 BID THE REVERSAL BEGINS
beachsidefreddy,,2019-06-05 12:38:00,1.304,ADMP WE HAVE TO BE ON SHO RESTRICTIONTODAY TOMORROW
beachsidefreddy,,2019-06-05 12:16:00,1.308,ADMP SO WHEN IT CLOSES UP AS I SAID WAS THAT A PUMP OR JUST STRAIGHT OUT INTELLIGENCE HA
DetroitRobbie,,2019-06-05 12:08:00,1.29,ADMP insiders bought at 1575859 its not just us underwater Richard bought 50k
P2Player,,2019-06-05 12:07:00,1.29,ADMP easy money told everyone to wait for that 125130 range post conference
Charlie_Buffett,,2019-06-05 12:07:00,1.29,ADMP 1M shares would be the flush we need to move on and move up
ElDonJuan,True,2019-06-05 12:01:00,1.3,ADMP fuck added at 126
BabyGangsterzTwits,True,2019-06-05 12:01:00,1.3,ADMP I knew it I said wont load until 125
BudFox1,,2019-06-05 12:01:00,1.3,ADMP Carlo had his chance to impress the Street yesterday and they reiterated their no confidence vote in him by selling shares today Long overdue for BOD to take notice and oust him ASAP
BillFingMurrayTwits,,2019-06-05 11:58:00,1.3,ADMP filled
Murder_of_Crows,,2019-06-05 11:57:00,1.29,ADMP clearly a vote of no confidence as Carlos team play the fiddle while ADMP burns A good leader would defend hisher company and calm the nerves
R8Plus,False,2019-06-05 11:52:00,1.278,ADMP even if an offering If I gave Carlos money Id want warrants to feel safe Yuck
wjgesq,,2019-06-05 11:49:00,1.29,ADMP 129 and droppingAsstro56you need to start praying to L Ron and working some of your photon magic here for us longs buddy boy
DetroitRobbie,,2019-06-05 11:48:00,1.295,ADMP never thought id have my avg under 3 never thought this SP would be under 2 Heres hoping my wife doesnt leave me
kkblue,True,2019-06-05 11:47:00,1.291,ADMP all you can do is buy um at this pointimho
Jboyance,,2019-06-05 11:43:00,1.295,ADMP weeeeeeee
EllingtonScooter,,2019-06-05 11:41:00,1.299,ADMP Delay to July or later launch is the Symjepi 015 mg dose
BowenHardcase,,2019-06-05 11:40:00,1.3,ADMP admittedly though Im in for a bounce here hopefully not too greedy after big day
KUWILLIE,,2019-06-05 11:39:00,1.291,ADMP I told you Carlo is a fool What would you do if your SP was being attacked
BowenHardcase,,2019-06-05 11:39:00,1.291,ADMP Good job Carlo Symjepi approved SP TanksPartner wSandoz SP TanksJunior approved SP TanksNDA submitted SP TanksSoft Sym launch SP TanksCarlo CC SP TanksCarlo conference presentation SP REALLY TANKSHe mustve been a bumbling buffoon or leaked something massively horrible yesterday
Rucadog44,True,2019-06-05 11:38:00,1.297,ADMP even though im fucking pissed i just got 10k at 12699 lets roll
beachsidefreddy,,2019-06-05 11:36:00,1.268,ADMP ONCE THAT IDIOTIC BLOCK OF 35000 ON OFFER IS DONE HOLD ON
ntra,False,2019-06-05 11:34:00,1.266,ADMP may be offering
BowenHardcase,,2019-06-05 11:31:00,1.265,ADMP is there a double SSR for sinking 20 in a day
Rucadog44,,2019-06-05 11:31:00,1.265,ADMP FUCK U CARLO
DipnDive,,2019-06-05 11:31:00,1.265,ADMP It aint over 35717 on the ASK
beachsidefreddy,,2019-06-05 11:30:00,1.26,ADMP 100 SHORT ATTACK THEY MAY HAVE HEARD OR FIGURED SOMETHING FROM YESTERDAY THEY DID NOT LIKE UP ON CLOSE
P2Player,,2019-06-05 11:27:00,1.25,ADMP 125 floor probably close around 130 to 135 recovery and sell around 15
Double_O_Eight,,2019-06-05 11:27:00,1.25,ADMP is Carlo still alive here Asking for a friend
P2Player,,2019-06-05 11:26:00,1.255,ADMP time to load up
retire4me,,2019-06-05 11:25:00,1.263,ADMP OK Im not a real traderso I ask others when you see something like thisis there a leak Or is this just people and computers selling
TXBiz,,2019-06-05 11:25:00,1.263,ADMP remove ADMP from watch list Absolutley
BowenHardcase,,2019-06-05 11:24:00,1.273,ADMP Congratulations Carlo You got your bonus for going above and beyond while the SP now needs a 100 run to get to twofiddy 200 to sniff 4 smackeroos and a massive 300 run just to get back to 5 bucks
Charlie_Buffett,,2019-06-05 11:22:00,1.27,ADMP Funny these shorts have a need to brag I look in my account and I still have the same numbers of shares than I did 3 months ago Its just undervalued right now
Gripen1982,,2019-06-05 11:22:00,1.27,ADMP they need to slap a permanent short sale restriction on this and investigate the CEO for fraud
beginner2450,,2019-06-05 11:22:00,1.27,ADMP WOW what the hell happened
P2Player,,2019-06-05 11:20:00,1.275,ADMP real traders dont die they multiply there revenue
_CybrWzrd7,,2019-06-05 11:20:00,1.275,ADMP thank you everyone for a great morning
P2Player,,2019-06-05 11:19:00,1.288,ADMP remember who warned you
R8Plus,False,2019-06-05 11:18:00,1.27,ADMP I warned ya Dont check ur account value in traffic hard to clean that stuff off wt tax dollars Carlo you da man My favorite ceo Ill buy u a Bottle if champagne congrats shorts
Jboyance,True,2019-06-05 11:17:00,1.28,ADMP well guess my money is locked into this for the long haul My day will come oh it will
DetroitRobbie,,2019-06-05 11:15:00,1.27,ADMP P2Player congrats
BudFox1,,2019-06-05 11:13:00,1.31,ADMP We should be hearing very soon about their annual shareholder meeting Ill bet those cowards schedule it over the 4th of July long weekend Friday
retire4me,,2019-06-05 11:13:00,1.31,ADMP Must not have went well yesterdayCarlo couldnt find conference room
Jboyance,,2019-06-05 11:11:00,1.31,ADMP who are all these new people to the chat I swear I block ten a day
DetroitRobbie,,2019-06-05 11:09:00,1.317,ADMP emailed Marklike it matters
beachsidefreddy,,2019-06-05 11:04:00,1.312,ADMP KKIB
BowenHardcase,,2019-06-05 11:04:00,1.312,ADMP theres my 10 and Im out for today what a big day too not even 11a and much much better than expected Pissed I didnt go heavier but couldnt trust volume would be there to get back out clearly was wrong
beachsidefreddy,,2019-06-05 11:03:00,1.31,ADMP IN ORDER FOR THERE TO BE A PROBLEM IT WOULD TAKE INSIDER SALES FOR ME NOT ONE
Lizzie1,False,2019-06-05 11:03:00,1.31,ADMP Looks like that 1 price target was spot on
wjgesq,,2019-06-05 11:02:00,1.319,ADMP Asstro56must be yanking out the short hairs132wow
FlashCrashBash,,2019-06-05 11:00:00,1.313,ADMP this guy is so beyond help that he shares his own comments
beachsidefreddy,,2019-06-05 10:57:00,1.31,ADMP NO ONE IS PUMPING ANYTHING I AM SAYING NALOX COULD BE ANNOUNCED TOMORROW AND THEN ALL THAT BACK OFFICE STUFF YOU ARE MASTER OF ALOT OF WHICH I AM PRIVY TO AS WELL CHANGES EVERYTHING
FlashCrashBash,,2019-06-05 10:57:00,1.31,ADMP they let some hope creep in last week max pain coming soon but it wont RS Target 120 silverlinings
pikus,,2019-06-05 10:55:00,1.317,ADMP This is No laughing matter
BudFox1,,2019-06-05 10:53:00,1.317,ADMP Decent volume today Looks like the big money is selling Carlo needs to put a fire under the ass of Sandoz No rational explanation why they havent launched yet I fear we are only months away from SH class action suits
ElDonJuan,True,2019-06-05 10:50:00,1.318,ADMP Sandoz will be our lifeline could get us back in the fight
_CybrWzrd7,,2019-06-05 10:48:00,1.32,ADMP MORE
Gripen1982,,2019-06-05 10:48:00,1.32,ADMP this is getting beyond laughable Even my sub 3 basis looks like it will never recover
Gripen1982,,2019-06-05 10:47:00,1.324,ADMP wow Carlo is scum and should be hung by his toes Mussolini style
Charlie_Buffett,,2019-06-05 10:47:00,1.324,ADMP Here a more positive point of view from Buffett and why patience is such a virtue and the reason hes the greatest investor ADMP is testing all the patience I have then some and then some gatesnotescomAboutBillG
beachsidefreddy,,2019-06-05 10:46:00,1.324,ADMP UP ON CLOSE
FiveKegs,,2019-06-05 10:45:00,1.325,ADMP no buyers 80
DetroitRobbie,,2019-06-05 10:42:00,1.337,ADMP new 52 week low again
BeachsideFrederick,,2019-06-05 10:41:00,1.352,ADMP heres the reality Management is awful and complacentThey killed the pipeline to keep the lights on sales have begun but are at a trickle awaiting PDUFA in OCT will be a painful 4 months for longs dilution is a high probability shorts are in control for now and will have some opportunity for the next 6 12 months that opportunity can be as much as 2030 MORE The long term upside reward from here is probably somewhere around 34x if you have the 1224 months of patience it will take to get there assuming no BO and Sandoz does its job and there is an approval in or before OCT shorts have the opportunity now longs can see this as a buying opportunity but need to beware of further downside risk if approval doesnt happen retail launch continues its snaillike pace dont see the point in anyone pumping this or attacking shorts or the bears mocking the longs There is to be made on both sides The co has a strong future if it can get out of its own way
brawler,,2019-06-05 10:41:00,1.352,ADMP wow fuck
vatexas,,2019-06-05 10:40:00,1.352,ADMP With the litigation hanging will any company partner with them now before approval
Zoe31,,2019-06-05 10:40:00,1.352,ADMP MY head has been in the God damn sand on this one Total denial Is there hope I am down beyond belief always believing in the product and thinking the launch was coming anytime The shorts have ruled Seems no end in sight
EllingtonScooter,,2019-06-05 10:39:00,1.352,ADMP Expect news later today confirming Symjepi not launching in June
zak82,,2019-06-05 10:36:00,1.36,ADMP so tired of this
DetroitRobbie,,2019-06-05 10:36:00,1.36,ADMP lol were so fucked
beachsidefreddy,,2019-06-05 10:35:00,1.36,ADMP THIS IS SHORTS UPSET ABOUT SOMETHING THROWING UP 44K OFFERS ETC JUST SEE WHEEW WE AREW AT CLOSE
skeaterfl,True,2019-06-05 10:33:00,1.355,ADMP ok got more Im out of powder now done to 205 avg now go up to 700 please
Murder_of_Crows,,2019-06-05 10:31:00,1.355,ADMP this on no public news Very disturbing indeed
DipnDive,,2019-06-05 10:29:00,1.375,ADMP almost same price as NDRA amazing
DipnDive,,2019-06-05 10:25:00,1.376,ADMP Uh oh 44900 on the ASK
Charlie_Buffett,,2019-06-05 10:24:00,1.38,ADMP Lets flush it all out for a last time so we can move on
Charlie_Buffett,,2019-06-05 10:23:00,1.361,ADMP There you have your clear double bottom
beachsidefreddy,,2019-06-05 10:22:00,1.362,ADMP I THINK WE ARE UP ON THE CLOSE
SiMM,,2019-06-05 10:21:00,1.366,ADMP 0959999 coming
skeaterfl,True,2019-06-05 10:21:00,1.366,ADMP fook it Im buying more
DennyBell,,2019-06-05 10:20:00,1.366,ADMP well the good news is my PA is now 195 lol
bingonator,,2019-06-05 10:19:00,1.366,ADMP Lets pretend were selling for a dependent child What a crock Total slimeball
BowenHardcase,,2019-06-05 10:17:00,1.36,ADMP print your stock certificates and use them as tp so they can provide at least a little value In all seriousness morning dips like this normally recover so that longs feel good about being down only 3 or 4 on the day
InfoTheory,,2019-06-05 10:17:00,1.36,ADMP short attack again Theres no defenses left
MissCleoKnows,,2019-06-05 10:15:00,1.36,ADMP lol mark said deriaked at 300
BowenHardcase,,2019-06-05 10:14:00,1.393,ADMP someone let me know if dips 10 My SSR notices for ADMP go to spam now since Ive gotten so many of them lately
ElDonJuan,,2019-06-05 10:13:00,1.393,ADMP wft is happening
ChuckieTrades,,2019-06-05 10:13:00,1.393,ADMP what happens first this being trade OTC or these idiots saying something of value
beachsidefreddy,,2019-06-05 10:13:00,1.393,ADMP I DONT KNOW WHY EXCEPT FOR VOLUME INCREASE BUT THINK SOMETHING MAY SURPRISE US TODAY
Gripen1982,,2019-06-05 10:13:00,1.393,ADMP Carlo selling while pumping This is a walking SEC violation
Gripen1982,,2019-06-05 10:13:00,1.393,ADMP wow this is a total joke
bingonator,,2019-06-05 10:11:00,1.4,ADMP This Carlo dude is a dusch bag Selling shares while pumping his company What an idiot
DennyBell,,2019-06-05 10:11:00,1.4,ADMP picked up another 1000 shares slowly adding at this point
Charlie_Buffett,,2019-06-05 10:10:00,1.39,ADMP I am relentless on Flathers and Potts
iPunchGoats,,2019-06-05 10:09:00,1.39,ADMP can someone poison the management
pw3048,True,2019-06-05 10:05:00,1.42,ADMP Good Godis it too early to walk away and say Ill see you guys next week
DetroitRobbie,,2019-06-05 10:04:00,1.4,ADMP down we go P2P is gonna have his way
retire4me,,2019-06-05 09:52:00,1.44,ADMP Odds of reverse split I think no but thought Id ask board Plenty of room before going under 1 I dont see it happening
BillFingMurrayTwits,,2019-06-05 09:48:00,1.464,ADMP I think GNC will be the weed distributor Buys at 151 and 140
BowenHardcase,,2019-06-05 09:41:00,1.47,ADMP Carlo and Sandoz have same problem NO URGENCY SP was 6 when Symjepi approved and a little PR and a quick deal wouldve held it above 5 and if that deal had big money upfront or at least monthly compensation until launch it couldve pushed SP to 8s or 9s with retail and tutes climbing on board left and rightReasonable turnaround for Symjepi launch and Jr approval couldve pushed it 10 maybe into low teens Intl Symjepi launch Zimhi NDA couldve pushed it to mid teens maybe even 20s with decent Symjepi revenue rolling in or even just name recognitionThis literally could be a 15 or 20 stock right now with Carlo working hard on their pipeline and Zimhi approval deal waiting to rocket it upward even more Instead no Symjepi launch after 2 years empty coffers that made them kill pipeline in order to pay salaries and keep lights on 2 lawsuits they cant afford to fight and a SP that cant hold a buckfifty Longs should be pissed and not at bears
Astroboy56,True,2019-06-05 09:31:00,1.478,ADMP I love wingnut and boner they are so amusing Although both of these children could use some anger management classes Hope they can enjoy there day
