GOLDFINGER5,44,37,104.59,954,4,109,1.4k,298
Bohontrepreneur,5,1,104.22,38,3,1,22,4
BillTwit88,4,1,104.0,100,11,2,62,1
Avenger24,6,3,103.18,40,6,1,131,21
Coastalbassin,34,29,103.01,243,27,32,1.4k,15
Biotechplaya2point0,26,8,102.97,2.3k,19,263,2.0k,2
FraudBuster,5,2,102.91,37.9k,77,1.2k,16.6k,59
BEARtrader23,50,20,102.37,598,0,5,815,123
Darkstars,9,2,102.34,387,32,6,198,9
BllsOnParade,21,19,102.09,199,0,2,346,14
BrentwoodKen,24,8,101.5,1.9k,42,34,4.5k,16
BreakoutKid,7,1,101.03,1.1k,9,228,1.5k,8
Aprs,16,5,100.77,324,8,5,686,31
Dangler272,38,1,100.74,174,61,1,104,208
Aaronstrades,26,25,100.27,277,107,15,4.5k,54
BobaThreat,15,2,99.22,2.1k,25,26,2.6k,83
AdeVenaiss,3,0,97.7,10,1,0,9,57
AnnaBanana1989,8,6,96.62,84,1,38,220,4
Alvis777,44,11,96.5,1.7k,61,13,627,29
BullsWillRide,26,5,96.41,1.1k,4,15,320,25
Cubbydean,5,1,95.97,179,3,1,201,2
614ForLife,9,0,95.9,709,8,13,281,1
Ap0ll0,57,36,95.51,2.1k,0,4,652,11
BZucks,4,6,95.48,1.5k,11,28,1.9k,112
GottaBlast,35,0,94.99,191,8,2,353,1
CUST0MZ3R0,87,92,94.88,1.6k,13,59,745,90
Bradpenn,17,6,94.79,1.6k,40,25,1.3k,296
401coons,40,0,94.53,1.1k,58,35,2.5k,13
Danelaw,15,6,93.48,1.1k,3,6,195,3
11Roadglide,27,0,93.39,1.6k,53,38,3.5k,4
Broncojef,23,0,91.63,312,66,24,294,6
GutInstincts,12,0,91.59,182,1,2,260,18
DaSkeez,31,1,90.84,130,66,8,109,11
2man,21,4,90.72,267,95,5,51,26
Cottontop,49,47,90.37,255,7,1,182,13
Blastoff123,60,24,90.35,1.3k,70,23,1.6k,18
DANNYD35,13,4,89.66,404,20,15,143,1
204mastermind,1,0,88.76,26,1,0,5,3
BullorBear23,10,6,88.38,223,6,7,193,3
BABE3RUTH,28,1,88.01,793,104,14,387,118
Bulllife2017,54,55,87.51,2.7k,277,45,2.7k,298
Casakaya,34,0,87.37,98,0,2,67,11
CCG1971,13,0,86.91,989,15,17,1.4k,20
Dennis235,46,32,86.14,719,0,1,85,19
BestTrade994,19,2,85.74,39,1,0,76,0
CIGA,43,7,85.66,708,62,23,1.1k,33
BFilly45,1,1,85.61,27,26,2,51,11
CaptainMurderTheFloat2,10,1,85.34,1.3k,7,13,3.1k,8
Congo78,8,0,85.11,152,2,2,61,1
CharlesWtf,9,0,84.88,116,68,3,34,8
BrokeInvestors,25,21,84.69,1.0k,17,53,2.5k,7
ChrisinLV,17,17,84.5,1.1k,44,56,1.7k,122
BardJax,4,0,83.97,182,2,3,29,12
BarryMcKockner,15,4,83.85,310,67,11,310,51
APJFinancials,16,21,83.54,373,6,6,49,32
BrokenArrows,98,63,83.26,1.1k,61,10,245,300
CavScout1969,37,1,83.16,1.2k,0,17,212,1
BillionaireBarry,11,0,83.12,46,0,7,3,1
Clueless19,7,3,83.06,111,6,0,275,12
AaronGLow,19,16,83.05,3.2k,93,23,3.6k,38
BDBVT1,16,26,82.77,319,7,4,1.0k,39
DeusTrader,17,6,82.67,337,41,12,1.2k,9
AnyFuturechip,17,7,82.28,424,14,8,456,10
Bboxer,19,0,81.97,67,1,1,37,7
BottleOfEnergy,26,0,81.94,76,0,1,122,1
Basti2283,8,2,81.85,169,57,1,15,9
BrokeAsf,4,1,81.5,18,2,2,16,1
ASTROTORO,9,4,81.13,103,12,3,60,29
ColorlessGreenIdeas,6,17,81.1,1.4k,17,16,3.1k,191
Dan999,8,13,80.58,144,6,14,21,5
Bleatsy7,5,0,80.5,7,4,0,18,73
Almost,4,6,80.35,346,0,4,289,8
AmerKhan,110,86,80.22,2.3k,53,355,1.2k,277
Abril,85,28,79.83,2.3k,73,32,675,37
Bonquiquiiiiiiiii,10,7,79.73,143,60,8,236,6
Carbon101,17,7,79.7,1.6k,23,13,8.0k,188
Coolieman,32,0,79.62,219,8,5,172,64
BlueSkyInvestmentsLLC,17,12,79.59,2.5k,120,37,2.2k,70
123Rick123,30,22,79.41,1.4k,4,7,1.1k,10
HopeForBetter,20,16,79.03,1.6k,18,9,6.4k,0
Craneman1,15,1,78.9,298,5,3,61,1
Chuckc3444,19,6,78.55,1.6k,10,19,2.4k,9
23timers,33,25,78.32,889,63,5,40,10
Darthba,28,29,78.21,392,0,10,21,8
Bull51,20,0,77.78,303,61,6,258,2
Chrisevitt,18,8,77.54,200,3,2,14,1
Alcor,24,2,77.36,193,59,1,35,3
Barelyskill,11,7,77.14,61,23,4,89,12
ConfuciusReturns,28,0,77.03,459,0,208,1.1k,1
Financ,17,2,76.92,330,1,3,57,286
BullRun76,20,11,76.02,3.3k,52,233,361,1
Dannss,19,14,75.7,795,30,4,867,9
CarrollFilms,31,7,75.19,199,1,6,34,91
BrownWarrenBuffet,21,10,75.06,97,13,4,146,12
DannyDorito,3,1,75.05,655,1,7,354,32
Adirsss123,11,0,74.64,72,1,0,14,31
1Bulln1Bear,27,18,74.61,641,15,26,524,19
Airrichrod,1,0,74.58,15,27,1,214,13
Chino47,4,6,73.29,210,10,4,237,30
BloodBathMcGrath,16,18,73.26,73,17,0,13,8
Bretts2387,11,4,73.15,78,1,1,40,5
DJRe67,13,0,72.85,1.5k,67,14,6.6k,11
ClimbthisD,46,76,72.82,1.3k,5,10,2.9k,30
DaiEva0923,24,19,72.54,1.1k,58,24,17,94
BackToSchool,25,27,72.5,212,0,3,6,12
Bullishbear76,2,0,72.48,36,5,0,81,11
Bdrey,15,8,72.23,446,89,27,751,117
Bulldawgg78,58,8,71.98,219,1,3,185,7
Betch,38,0,71.95,509,9,12,313,7
Ashisgurung,3,2,71.7,439,15,8,224,58
AllEggsInEnergous,8,0,71.61,688,6,7,596,6
DaDude,21,4,71.46,169,9,1,380,9
BigTed,13,13,70.98,832,25,11,560,71
GapAttack,17,0,70.9,1.8k,29,46,1.7k,145
CacioPepe,54,0,70.88,1.8k,0,7,1.3k,18
AERNorth,10,0,70.8,60,2,0,4,11
Ballinnnn,80,21,70.25,420,18,5,113,49
ArcHxHuNTeR,20,20,69.95,941,64,9,81,6
Banatos,16,6,69.95,98,45,0,52,49
CorperateGoon,15,11,69.6,82,22,10,69,47
7Reasons,10,3,69.42,27,0,0,1,1
DLongTrader,5,5,69.28,739,87,10,140,236
BestStock12,23,8,69.16,368,0,1,145,231
DCG890,9,0,69.16,95,62,2,47,24
BluHorseSho,36,21,69.09,2.9k,138,49,4.2k,92
Biobozo,8,10,68.14,913,1,8,3.3k,9
Byron711,16,0,68.02,2.4k,79,18,2.3k,12
CandlesandWhatnot,11,1,68.01,1.4k,57,24,1.0k,39
BLDP,8,32,68.0,300,3,4,515,3
Alfie2828,7,0,67.87,16,4,0,0,10
ChimpGod,43,38,67.71,1.1k,128,25,1.7k,105
ChairmanofthisBoard,15,1,67.7,334,60,4,11,20
4vip,60,59,67.65,8.2k,251,74,3.0k,9
DayTradingSolutions,10,5,67.64,330,132,18,70,86
CMSP,35,2,66.92,1.5k,33,28,1.2k,25
8EM,4,22,66.59,1.0k,43,11,1.8k,27
Belleoftheball,26,3,66.4,4.2k,55,55,6.1k,13
DanFl,17,6,66.35,137,60,0,88,13
Avatarrrr,91,8,66.28,2.8k,6,50,435,31
BVCorner,6,17,65.95,95,9,4,149,186
CSD1020,28,18,65.9,288,66,13,19,10
DosXX,38,0,65.68,284,21,3,5.2k,26
BitcoinTouchedMyPrivates,66,31,65.34,2.0k,59,34,3.2k,15
AskLou,15,20,64.9,10.9k,74,903,975,0
AmarilloSlim1,27,13,64.71,1.5k,22,30,108,17
Astroboy56,38,6,64.66,817,5,7,185,1
Barbrotherny,1,0,64.63,29,66,0,2,11
Cybertekmktg,13,1,64.39,385,12,9,88,21
Ariel69,38,53,64.31,1.2k,108,121,3.1k,152
BigFG,6,0,64.16,26,63,0,235,5
Conflitm749,10,5,63.96,3.0k,59,55,3.7k,43
BensonHedges,67,25,63.31,2.0k,236,42,2.0k,298
CW42,43,36,63.0,261,16,1,271,4
Akash27,18,8,62.68,204,19,5,216,44
Cajunasbobbyboucher,16,10,62.68,984,103,51,565,282
DarkstarDSE,2,2,62.28,30,19,3,0,11
BigRonColeman,29,3,62.24,3.4k,60,247,1.1k,26
Economist4401,157,135,62.21,2.0k,11,78,992,4
Davidus56,175,100,62.14,1.9k,5,16,601,17
CWeaver2020,9,2,62.01,129,0,1,59,8
GreenBeanz,5,3,61.99,178,3,2,1.6k,10
Avalen1,3,4,61.7,103,3,0,50,3
AlexDE,2,0,61.49,327,5,5,629,28
158T,31,0,61.47,100,0,2,87,12
AndreyT,9,4,61.05,2.1k,18,21,1.4k,8
BlockChainResearch,7,0,60.62,222,2,9,6,1
DangerDanger667,16,10,60.54,96,19,3,288,7
Bruno1234,16,27,60.53,282,17,5,1.2k,7
BeKay,7,3,60.46,106,18,1,444,27
DeepConsideration,13,9,59.7,684,18,7,631,130
Borneoman,27,9,59.57,158,10,5,17,174
BADABOY,15,6,59.39,641,0,7,230,31
Cowboydeluxe,9,10,59.37,426,13,6,451,21
Del1991,10,0,59.16,612,13,4,919,17
007STU,10,6,59.04,105,0,0,31,12
Bob954,21,0,59.04,192,31,1,393,72
BellyAcher,10,9,58.89,1.3k,3,31,9.3k,15
Colter10,41,0,58.55,894,28,16,1.9k,49
Beeky7,9,10,58.47,85,2,0,74,2
Boss91,23,0,58.42,1.5k,10,11,1.8k,5
B97,17,0,58.24,737,19,10,806,39
AllMoneyInn,3,0,58.16,11,0,0,8,1
BigDaddy512,30,19,57.97,351,3,2,18,18
Cody8771,5,0,57.81,224,6,3,31,13
DaddyTomCat,28,9,57.62,291,9,1,126,61
Amu23,18,15,57.44,266,4,4,54,4
2ss,8,0,56.95,76,8,0,158,67
DocStocRoc,19,0,56.92,334,45,12,318,27
CharlesZz,26,2,56.77,63,5,0,96,7
Adamzito,44,24,56.73,609,26,6,298,18
1OptimisticPessimist,21,3,56.67,315,0,1,35,10
Aioria11,20,7,56.31,220,65,7,262,202
Ajrgonzalez,32,6,56.22,159,23,3,152,75
BURT0N,4,1,55.79,463,61,5,482,22
ARTattack,21,5,55.78,1.5k,1,10,1.2k,99
Beefeater605,41,18,55.72,825,20,24,4.0k,16
Bearishbullrider,35,20,55.66,698,0,8,88,15
2ManyPips,16,7,55.35,129,3,2,82,13
1987rosemary,15,0,54.96,73,1,1,182,13
Bobby19,6,0,54.81,240,15,5,100,18
