Aspartacus,,2019-02-25 15:59:00,173.464,SPY 272 possibly 275 minimum QQQ UVXY TVIX IWM
PajamaTrader,True,2019-02-25 15:03:00,173.92,MASSIVE QQQ outperformance today is because of AAPL breakout SPY
MonsterScalp,False,2019-02-25 15:01:00,173.887,SPY QQQ People saying they are loading the boat here Too funny
MAtheMEATLOAF7,,2019-02-25 15:00:00,173.909,DIA SPY QQQ DJIA SPX dow hourly updated rising wedge set up for breakdown unless we get big push next hour break point below 26100
MonsterScalp,False,2019-02-25 14:56:00,173.876,SPY QQQ Out of good news
cybercash28,,2019-02-25 14:48:00,174.008,MSFT what not to like very bullish wkly chart to break ATH DIA QQQ XLK
PajamaTrader,True,2019-02-25 14:38:00,173.988,Today is a nail in the coffin for bears today they had every chance to even just close the huge gap but CHOKED Higher tomorrow SPY QQQ
VandelayIndustriesInc,True,2019-02-25 14:34:00,173.891,What a beast ESTC QQQ SPY
live2lose,False,2019-02-25 14:33:00,173.931,VIX QQQ SPY always a great sign when these 3 trend together AC out
TradingGods,,2019-02-25 14:33:00,173.931,SPY QQQ IWM Another Day of Small Margins tradinggodsnettradinggod
MAtheMEATLOAF7,,2019-02-25 14:31:00,173.964,DIA SPY QQQ FB cont even with breakout first and no handle inverse HS still possible PTs still 168 172 188
MAtheMEATLOAF7,,2019-02-25 14:31:00,173.964,DIA SPY QQQ FB weekly updated not quite the handle i was expecting still time in candle tho needs to close above 1685 then 171
cybercash28,,2019-02-25 14:17:00,173.92,WIX HH Bottom is in Golden cross QQQ XLK
SharePlanner,,2019-02-25 14:11:00,173.915,SwingTrading Strategy Report 383 SPX SPY DIA QQQ shareplannercomblogswing
PajamaTrader,True,2019-02-25 14:08:00,172.966,PEOPLE Even with a MASSIVE GAP HIGHER through resistance this market CANNOT MUSTER A PULLBACK INCREDIBLE SPY QQQ
iSwag,,2019-02-25 14:02:00,173.777,SPY QQQ wouldnt be surprised if we have seen the lows in todays session JUSTLIKETHATTamperTamper
sok454,,2019-02-25 13:53:00,173.795,SPY QQQ how much till all the bulls come rushing in w V bounce hope you bought
PajamaTrader,True,2019-02-25 13:51:00,173.773,AAALLLLL AABBOOOOAAARRRDDD SESSION HIGHS INTO THE END OF THE SESSION SPY QQQ
iSwag,,2019-02-25 13:50:00,173.8,SPY QQQ Sky rockets in the nightAfternoon Delight Moment of truth on the daily infront of us here VIX
debjm,,2019-02-25 13:47:00,173.774,SPY yea but whats one buying into Theres just a pushed deadline no idea what substance in any deal or if itll be agreed QQQ DIA SPX
Partridge,,2019-02-25 13:45:00,173.77,SPY QQQ 6 buys today no sells FU BEARS
pagreen1966,,2019-02-25 13:42:00,173.78,SPY retests 280What happens next is crucialVIX SPX TLT GLD USO QQQ IWM DIA
garcapital,True,2019-02-25 13:36:00,173.63,Every dip has been bought Reminds me of 2017 SPY QQQ Im long here
sok454,,2019-02-25 13:34:00,173.615,SPY QQQ bears like we are crashing hard bulls like btfd
BitcoinBear,,2019-02-25 13:33:00,173.638,SQQQ TQQQ SPY QQQ Love the news headline vs reality on Buffett He said SPY over 30 years also not SPY now too far too fast right now
iSwag,,2019-02-25 13:32:00,173.637,SPY QQQ now its starting to get interesting the VIX is peeking up abit Very curious to see if this gets stick saved again next 2 hrs
vitor1,,2019-02-25 13:30:00,173.625,QQQ why is this going lower
StockAnalysisWin,False,2019-02-25 13:29:00,173.68,SPY QQQ soon MM will find some old news resurface it and amplify it to sell and catch you off guard
iSmith,,2019-02-25 13:26:00,173.7,SPY QQQ UVXY BA Does the brace position
TraderLeibniz,False,2019-02-25 13:26:00,173.7,SOXS waiting for PPT money machines to activate before Power Hour SPY QQQ
iSwag,,2019-02-25 13:24:00,173.766,SPY QQQ BTD and reversal posts in 321
PajamaTrader,,2019-02-25 13:22:00,173.748,Tomorrow is a big big day as we will hear from Powell now that he has seen what his BEND OVER to Trump has done to the markets SPY QQQ
UpDownSidways,True,2019-02-25 13:22:00,173.748,There is also PFE AMRN buyout rumors very bullish call buying activity last couple days SPY QQQ
PajamaTrader,,2019-02-25 13:20:00,173.74,The declining volume as the market rallys week after week is slightly unnerving SPY QQQ
golfguy912,True,2019-02-25 13:20:00,173.74,QQQ buy the dip here we go
Ceedj,False,2019-02-25 13:17:00,173.744,QQQ Hour to go here comes the computer buy at market orders Then another wave the hour after the close
MAtheMEATLOAF7,,2019-02-25 13:16:00,173.82,DIA SPY QQQ SPX HD wkly updated See previous post for theory First sign of weakness at potential right shoulder Still time in candle
iSwag,,2019-02-25 13:16:00,173.82,SPY QQQ do folks not realize this is still up significantly on the session Yes below gap fill would make for one huge topping tail VIX
PajamaTrader,True,2019-02-25 13:16:00,173.82,ba ba BA BOOOOOOOOOOOM Todays session low is now in baby CONGRATS TO THE DIP BUYERS SPY QQQ IWM
marketchameleonwins,,2019-02-25 13:15:00,173.82,QQQ 20Sep19 186 Calls tied to stock traded 5500 for a total premium of 2112000 marketchameleoncomOvervie
Beefeater605,False,2019-02-25 13:10:00,173.76,SPY QQQ Come on yall lets take a ride Dont you say shit just get inside
BuyByeBy,True,2019-02-25 13:08:00,173.77,SPY QQQ algos are taking out stops This will pass and uptic will continue
briefingcom,,2019-02-25 13:07:00,173.78,Wall Street Advances on Trade Deadline Extension SPY DIA QQQ IWM XLF XLI XLB XLK XLU XLRE XLP GE briefingcominvestormarke
youngsipper,True,2019-02-25 13:07:00,173.78,QCOM LOAD QUALCOMM NOW QQQ SMH SippinKnows
thegermanbull,,2019-02-25 13:05:00,173.799,LULU sold my March 150 calls at breakeven Will revisit once QQQ takes a breather
ScalpingWS,,2019-02-25 13:01:00,173.689,QQQ bears trapped here comes the next leg up rally into the close MSFT would be very positive if it closes close to 112 for a gap up 4 115
Beefeater605,False,2019-02-25 13:00:00,173.665,SPY Enjoy the pump QQQ
BotMuncher1,,2019-02-25 12:59:00,173.589,SPY QQQ food stocks distribution last week as sellers unloaded a chunk after sneaky power up waves imo ex SBUX
BaconTrading,,2019-02-25 12:57:00,173.516,SPY QQQ IWM DJIA ESF NQf YMF NYSE This is just what happens when Bulls fail and then Bears get in simple
ChartMill,,2019-02-25 12:54:00,173.648,In the last month QQQ has a been trading in the 16099 17308 range which is quite wide chartmillcomanalyzephpu
Skeeter_Jones,,2019-02-25 12:53:00,173.656,QQQ SPY Trade Euphoria ending
PajamaTrader,,2019-02-25 12:51:00,173.8,They just CCCAAAANNNTTTT take this market DOOOOWWWWNNNNN SPY QQQ
johnyct9760,,2019-02-25 12:50:00,173.805,QQQ Walk down over lunch old tricks are the best ones
VisualTrader,,2019-02-25 12:49:00,173.8,SPY Trump is too busy to micromanage the market right now QQQ IWM DIA UVXY VIX VXXB
sleekOptions,True,2019-02-25 12:45:00,173.79,Update1 QQQ Mar08 173 Calls Up 31 since alerted on Feb 19
PajamaTrader,True,2019-02-25 12:44:00,173.815,CAT GOING PARABOLIC HERE SPY QQQ
esrouter,False,2019-02-25 12:44:00,173.815,SPX QQQ Oil is down a nasty 3 Sell the news or be a bagholder
StevePattersonTrading,,2019-02-25 12:43:00,173.808,SPY QQQ DIA Interesting case for a worldwide recession businessfinancialpostcom
TradelikeTom,,2019-02-25 12:40:00,173.822,Two important trading rules Cut losses the moment you realize your thesis is wrongCalculate the downside risk on all tradesSPY QQQ
BoxedNCharting,,2019-02-25 12:36:00,173.823,QQQ INTC Updated Weekly chart still looking very nice Was one of the tech names that held the 400 DMA now a leader
sc0ut1,,2019-02-25 12:35:00,173.816,SPY SPX QQQ DIA IWM VIX VXX VXST VIXY UVXY TVIX SVXYgooglecomsearchqhockeyhockey schedule
BuyByeBy,True,2019-02-25 12:35:00,173.816,SPY QQQ shaking out weak hands Desperate bears blowing up their paper accounts
iSwag,,2019-02-25 12:32:00,173.78,SPY QQQ volume on these red candles have been decent VIX awakening abit UVXY buying some hedge calls and waiting to get new short TVIX
iSmith,,2019-02-25 12:29:00,173.831,SPY QQQ UVXY BA
caleb2,False,2019-02-25 12:29:00,173.831,QQQ SPY That trump tweet should push the market much higher but it didnt market is stalling looks like a pull back is in the cards
VisualTrader,False,2019-02-25 12:29:00,173.831,SPY massive potential HSis forming on the weekly if this is a point of strong reversalTook pos in VXXB earlier IWM QQQ DIA SPX
esrouter,False,2019-02-25 12:29:00,173.831,QQQ I think were going to fade from here Loaded puts
lowkii,False,2019-02-25 12:28:00,173.844,SPY QQQ this is all buybacks with borrowed money Stock funds seeing net outflows Once margins normalize we will see a different picture
flourish,,2019-02-25 12:28:00,173.844,SPY Bulls bears fighting for that major level 28120 Place your bets QQQ VIX
ralphyg57,,2019-02-25 12:28:00,173.844,QQQ cnbccom20190225janetyTrump clueless what Fed does so sayeth Janet Mellon Smellin Yellin
PajamaTrader,,2019-02-25 12:27:00,173.883,adding calls on this intraday dip SPY QQQ
cybercash28,,2019-02-25 12:27:00,173.883,GERMAN DAX QQQ SPY IWM EWG
_WALDO,False,2019-02-25 12:25:00,173.834,SPY QQQ FB AAPL AMZN Common algos do YOUR WORST
iSmith,,2019-02-25 12:25:00,173.834,SPY QQQ UVXY BA Are you still expecting new market high today
kabab,True,2019-02-25 12:20:00,174.124,About Trumps trade deal the market doesnt care It can see thru the fakery Like Nafta 11 Its just wants an end to crazycc SPY QQQ
BaconTrading,,2019-02-25 12:17:00,174.203,SPY QQQ IWM DJIA ESF NQf YMF NYSE I can almost hear the news outlets firing up getting ready to take credit
zeno123,True,2019-02-25 12:15:00,174.24,NQF QQQ No point shorting until 7300 7225 potential resistance but likely 7300 Only chance for shorts is close below todays open
DrLotto,False,2019-02-25 12:12:00,174.157,ESF SPY BA QQQ AAPL Hi Guys make your choice Chart 3 von 3
DrLotto,False,2019-02-25 12:12:00,174.157,ESF SPY BA QQQ AAPL Hi Guys make your choice Chart 2 von 3
DrLotto,False,2019-02-25 12:11:00,174.174,ESF SPY BA QQQ AAPL Hi Guys make your choice Chart 1 von 3
EPS_MomentuM,True,2019-02-25 12:11:00,174.174,The Netflex of China IQ takes a breather while the PayPal of Brazil STNE and the SQ of Brazil PAGS rally See PYPL NFLX SOXL QQQ
trendtrader6,,2019-02-25 12:09:00,174.186,SPY QQQ GXC He doesnt even know what he is exactly negotiating for great sign cafinanceyahoocomnewst
corp_rat_exterminator,False,2019-02-25 12:02:00,174.253,SPY DJIA QQQ IWM pain in my a second time the market obliterated my portfolio are bear markets no longer possible
MAtheMEATLOAF7,,2019-02-25 12:01:00,174.206,DIA SPY QQQ dow daily updated Pierced through rising wedge No breakout yet Need close above 26250 Also at next major resistance
sok454,,2019-02-25 11:56:00,174.29,SPY QQQ omg its crashing ugh s
Birdseyeview,,2019-02-25 11:52:00,174.425,SOXL nonstop 106 in 2 months SMH SOXX QQQ
cybercash28,,2019-02-25 11:49:00,174.458,XLF HH and abovema200 Financials and tech strong today of course bio is HOT IBB XBI QQQ XLK
riskyappetite,,2019-02-25 11:47:00,174.379,DJIA QQQ SPY China We wont deflate our currency to lessen impact of tariffs Interpretation We wont be strengthening the dollar
PajamaTrader,True,2019-02-25 11:45:00,174.455,BOOM Fresh session highs from BA Chyna is buying the crap out of our planes SPY QQQ
cybercash28,,2019-02-25 11:45:00,174.455,ROKU Not late to jump on the train QQQ XLK
cybercash28,,2019-02-25 11:44:00,174.445,CYBR Heres Why Momentum Investors Will Love CyberArk CYBR financeyahoocomnewshere HACK XSW SKYY QQQ XLK
JorelLaraKalel,,2019-02-25 11:44:00,174.445,Three options strategies for the week February 25 2019 XRT KHC QQQ cnbccom20190225threeo cnbc optionsaction
PajamaTrader,True,2019-02-25 11:43:00,174.418,Added to XLNX and BA SPY QQQ
PajamaTrader,True,2019-02-25 11:43:00,174.418,Just loaded HEAVY calls for the next leg higher off VWAP bounce SPY QQQ
Bang4Buck,,2019-02-25 11:41:00,174.362,Warning VIX VXX have been climbing and climbing intraday COMPQ DJIA RUT SPX SPY QQQ DIA ESF YMF
live2lose,,2019-02-25 11:41:00,174.362,QQQ i get that we were oversold for some time but this chart is gross
BaconTrading,,2019-02-25 11:41:00,174.362,SPY QQQ IWM DJIA ESF NQf YMF NYSE Bears showed up and impacted structure This is currently looking bearish
sc0ut1,,2019-02-25 11:37:00,174.412,SPY SPX QQQ DIA IWM VIX VXX VXST VIXY UVXY TVIX SVXYgooglecomsearchqnbaschnba schdeule
YoungSpeculator,,2019-02-25 11:34:00,174.452,QQQ Interesting spot here
PajamaTrader,True,2019-02-25 11:34:00,174.452,THESE DAYS a pullback is when we go below a rising vwap intraday LMMMAAAOOOOO SPY QQQ
PajamaTrader,True,2019-02-25 11:31:00,174.412,Algos just THIRSTY for anything under a VWAP MY GOD SPY QQQ
cybercash28,,2019-02-25 11:26:00,174.406,AYX Previous ER was very good QQQ XLK
daniel222,True,2019-02-25 11:23:00,174.43,QQQAVP Benzingacoms news article titled Bill Miller Boosts Avon
TraderLeibniz,,2019-02-25 11:19:00,174.555,KEYS ANET STM MTSI ACIA underwatched tech names while all the attention stays on AAOI AMD MU LITE QQQ FNGU FNGD SPY SMH SOXX
cybercash28,,2019-02-25 11:16:00,174.537,ROKU PF has 78 PT Be patient QQQ XLK
PajamaTrader,True,2019-02-25 11:15:00,174.563,Breaking out of wedge AND horizontal resistance areas SPY QQQ
cybercash28,,2019-02-25 11:12:00,174.611,MLNX ATH Have been saying its going to be acquired XLK QQQ
PajamaTrader,True,2019-02-25 11:08:00,174.636,FANTASTIC SPY QQQ
cybercash28,,2019-02-25 11:08:00,174.636,ROKU HH looking great Weekly chart has no more resistance except ATH 7757 Blowout ER stk WHY SELL BTD BTD QQQ XLK
cybercash28,,2019-02-25 11:06:00,174.53,MIME HH turning up Blowout ER stk to ATH MA50 turning to ma200 is very bullish XLK QQQ
BusinessClass,,2019-02-25 11:01:00,174.518,LTBR QQQ GE MSFT AAPL BTCX If you dont like the ticker at the top tell StockTwits on the contact page here helpstocktwitscom
PittsburghTrader,True,2019-02-25 11:01:00,174.518,AAOI nice bullish follow thru 2 surprise FRI bounce on bad news even as into strong QQQ Openmb just mb ready 2 turn
aricohen,,2019-02-25 11:01:00,174.518,QQQ triple top on daily
BaconTrading,,2019-02-25 11:00:00,174.539,SPY QQQ IWM DJIA ESF NQf YMF NYSE Bulls chose risk reduction over liquidity longer term weaker hand
andersonsadvice,True,2019-02-25 11:00:00,174.539,SPY DIA QQQ AAPL AMZN FB GOOGL big names still down a lot from their ATHs bears been getting absolutely wrecked and will more here
cybercash28,,2019-02-25 10:59:00,174.545,SPY XLK QQQ IBB XBI XSW WHY WHY sell you solid quality LT stks why to scalp for pennies NO WAY of making good money
cybercash28,,2019-02-25 10:57:00,174.603,SPY DIA Hod still time to cover Price action telling us DIPS got bot So its a BTD BTD mrkt QQQ XLK IBB XBI SOXX
PajamaTrader,True,2019-02-25 10:56:00,174.565,ALL TIME HIGHS ON DECK BABY SPY QQQ
PajamaTrader,True,2019-02-25 10:56:00,174.565,MASSIVE breakout from FB this morning SPY QQQ
seeitmarket,,2019-02-25 10:55:00,174.53,NEW Stock Market Today Eyes On SPX 28002820 seeitmarketcomstockmarke by DanRussoCMT SPY QQQ XLU XLV GLD DXY TNX
PajamaTrader,True,2019-02-25 10:54:00,174.48,FINANCIALS AND APPLE MASSIVE ROTATION TO NEW LEADERS TODAY SPY QQQ AAPL JPM
PajamaTrader,True,2019-02-25 10:54:00,174.48,COME TO PAPA SPY QQQ
PajamaTrader,True,2019-02-25 10:53:00,174.46,BA about to blow the lid off SPY QQQ
PajamaTrader,True,2019-02-25 10:53:00,174.46,Bought some GOOGL calls this morning on a rare dip opportunity SPY QQQ
cybercash28,,2019-02-25 10:53:00,174.46,FB HH Nice reversal candle QQQ
PajamaTrader,True,2019-02-25 10:53:00,174.46,If you short here you get what you deserve on this massive BREAKOUT SPY QQQ
PajamaTrader,True,2019-02-25 10:52:00,174.42,FRESH SESSION HIGHS BREAKOUT IN 321 SPY CHYNA UP 5 TODAY DONT FORGET THAT QQQ
DrLotto,,2019-02-25 10:44:00,174.33,SPY QQQ bla
Bang4Buck,,2019-02-25 10:43:00,174.289,MORE 50 of time statement by Warrent Buffet over weekend an effort to rally market generate hopeCOMPQ DJIA RUT SPX SPY QQQ DIA
MAtheMEATLOAF7,,2019-02-25 10:39:00,174.244,DIA SPY QQQ AAPL weekly chart currently right at big resistance needs big follow through at 1761765 overall PT still at 184
flourish,,2019-02-25 10:37:00,174.14,SPY QQQ Sell everything wait for a 1015 correction then buy all the weed stocks and retire in one year CGC CRON NBEV ACB MJ
Ace8Trades2Day,,2019-02-25 10:36:00,174.14,QQQ Large Equity Print 1014est 510000 17440 89M
BaconTrading,,2019-02-25 10:35:00,174.148,SPY QQQ IWM DJIA ESF NQf YMF NYSE Bulls were given exactly 3 chances They Failed Change of heart
SwingTrader19,,2019-02-25 10:33:00,174.22,SPY QQQ DIA
freakk_,True,2019-02-25 10:30:00,174.168,SPY QQQ trump is god markets never go down when he is presdident maga trump2020
BoxedNCharting,,2019-02-25 10:28:00,174.23,SPY QQQ DJIA DIA Dow Global index quicky update Starting the week cutting thru that 200 400 DMA daily weekly Res W strong tech
MAtheMEATLOAF7,,2019-02-25 10:28:00,174.23,DIA SPY QQQ ROKU weekly updated PT 64 completed remaining PTs at 75 84 progressively lock gains at heavy resistance up here
BitcoinBear,,2019-02-25 10:26:00,174.312,QQQ SQQQ SPY yet another negative indicator Inventories up sales down sheeples censusgovwholesalepdfmw
MAtheMEATLOAF7,,2019-02-25 10:25:00,174.29,DIA SPY QQQ BABA weekly PT 181 and more completed 190 remaining progressively lock gains good trade
EquityFeedAlerts,,2019-02-25 10:23:00,174.35,BLOCK TRADE QQQ 510000 shares 17440 101436
SmallShare,,2019-02-25 10:20:00,174.518,QQQ mkt moversyoutubecomwatchvIoKUx23
cybercash28,,2019-02-25 10:19:00,174.483,TEAM Buy and never sell stk ATH looking great see my chart SXW QQQ XLK
horst80,False,2019-02-25 10:18:00,174.494,QQQ soon the last short will give up after we will crash
aricohen,,2019-02-25 10:17:00,174.499,QQQ where are bears hiding
DrLotto,,2019-02-25 10:16:00,174.45,ESF BA SPY AAPL QQQ NTFLX Head and shoulders inplay ANOTHER VIEW Highly bullish but PULLBACK required
ep_capital,,2019-02-25 10:16:00,174.45,TREND UP still in play until otherwise noted QQQ SPY trading
moneyjunto,True,2019-02-25 10:08:00,174.232,SPY QQQ BMRN EDIT SRPT which company gets acquired next moneyjuntocombigpharmab
soma_,True,2019-02-25 10:08:00,174.232,QQQ back above TLwith a checkback
MaximumGains,True,2019-02-25 10:05:00,174.228,AMD both QQQ and SPY are up bears do you even know that amd is listed in those indexes
RUNITUP2,,2019-02-25 10:04:00,174.17,QQQ market is weak af
cybercash28,,2019-02-25 10:00:00,174.113,TWLO Triple top bo PF has 137 PT Looking great XSW QQQ XLK
sc0ut1,,2019-02-25 09:58:00,174.294,SPY SPX QQQ DIA IWM VIX VXX VXST VIXY UVXY TVIX SVXYalien invasions comets Dodgers winning the world series all factored in
OnTheGoTrades,,2019-02-25 09:57:00,174.265,SPY QQQ IWM bears be like
comdtytrader,,2019-02-25 09:54:00,174.373,Went to all cash here taking huge profits on options futures SPY SPX VIX QQQ best trade in 8 months for me
StockNoobie,True,2019-02-25 09:46:00,174.572,QQQ Looking for that 111130AM rush BULLS UNITE
PajamaTrader,True,2019-02-25 09:43:00,174.505,If you were short at any time during this rally you got exactly what you deserved for ignoring technical analysis SPY QQQ
CQGThom,,2019-02-25 09:38:00,174.381,SPY Todays 837 CST 10 topbottom percent net change performers in the SP 500 Index ESF QQQ CQGInc CQGThom
CQGThom,,2019-02-25 09:37:00,174.34,SPY Todays 837 CST 10 topbottom percent net change performers in the NASDAQ 100 Index ESF QQQ CQGInc CQGThom
ep_capital,,2019-02-25 09:37:00,174.34,In terms of gains here NQF a big leader thus far vs ESF RTYF QQQ SPY IWM
Bang4Buck,,2019-02-25 09:36:00,174.45,COMPQ DJIA RUT QQQ DIA ESF YMF SPX Crazy lame up move but it is what it is Gonna go with it or watch until SPY back 250
CQGThom,,2019-02-25 09:36:00,174.45,SPY Todays 835 CST 10 topbottom percent net change performers on the NYSE ESF QQQ CQGInc CQGThom
CQGThom,,2019-02-25 09:35:00,174.435,SPY Todays 835 CST 10 topbottom percent net change performers on the NASDAQ ESF QQQ CQGInc CQGThom
cybercash28,,2019-02-25 09:33:00,174.287,TWLO broke 120 ATH I said DO NOT sell BTD now to 140 after 120 then 140 XLK QQQ XSW
CQGThom,,2019-02-25 09:33:00,174.287,SPY Today 832 CST equities up FI down metals up crude products down nat gas up down ESF TLT QQQ CQGInc CQGThom
ChowCapital,True,2019-02-25 09:32:00,174.241,BB SPY QQQ Dont Blink
SmallCapValueTrading,False,2019-02-25 09:31:00,174.199,SPY QQQ jumped on puts early
