GFO,,2019-02-15 15:59:00,108.136,MSFT now you have my attention See ya next week
HowieG,True,2019-02-15 11:06:00,107.895,MSFT I wonder if Mike Rs Crystal Ball is gonna be fixed by Tuesday
Donnie_Azoff0707,,2019-02-15 11:02:00,107.91,MSFT Hmm
patrickseitz,,2019-02-15 11:01:00,107.895,Adobe Downgraded To Market Perform On Growing Business Risks httpowlybxPS30nIoCk ADBE MSFT INTU ADSK
spense375,,2019-02-15 11:01:00,107.895,MSFT looks like trump is ruining the 108
99fy,,2019-02-15 10:59:00,107.834,MSFT Its amazing how people follow others with their money and voodoo charts Buy and hold MSFT
bluhorshue,,2019-02-15 10:59:00,107.834,MSFT hey jerry thats the stooorry
SilkTrades,,2019-02-15 10:53:00,107.963,In MSFT 110C 418
Donnie_Azoff0707,,2019-02-15 10:52:00,107.959,MSFT
jlindsey0923,,2019-02-15 10:51:00,107.969,MSFT Just listening to Trump talk is enough to get me to sell Eh
SilkTrades,True,2019-02-15 10:49:00,108.091,MSFT SPY both long positions here SPY wants to get to 280 looking at some dark pool prints Hard support at 27670
Papabear4life,,2019-02-15 10:48:00,108.122,MSFT so is he getting his wall Or we getting a shutdown
Benzinga,,2019-02-15 10:48:00,108.122,Analysts Applaud IBMs Move To Make Watson Available CrossCloud IBM AMZN MSFT RHT benzingacomanalystrating
Donnie_Azoff0707,,2019-02-15 10:45:00,108.123,MSFT Mike How we looking Looks like 10830 is some resistance
jlindsey0923,,2019-02-15 10:40:00,108.224,MSFT It looks like it is ready to blow Great looking chart today
Montpbm,True,2019-02-15 10:37:00,108.17,MSFT Here we go
Chark,True,2019-02-15 10:29:00,108.146,MSFT Beautiful chart Heading for a breakout 120 in sight
M31,True,2019-02-15 10:27:00,108.18,MSFT strong move on high volume Nice
spense375,,2019-02-15 10:24:00,108.136,MSFT if it gets MSFT to 112 go ahead and sign
spense375,,2019-02-15 10:22:00,108.163,MSFT he shouldnt sign the deal When you look into it defacto open boarders and amnesty for anyone who lives with a minor who is illegal
debjm,,2019-02-15 10:22:00,108.163,SPX if you read the entire cnbc article the two sides are stalement on the important stuff re trade talks MSFT XLC XLP XLI SPY NWL
Montpbm,True,2019-02-15 10:14:00,107.927,MSFT Trump sign the deal man Lol
HowieG,True,2019-02-15 10:10:00,107.881,MSFT Mike is the Crystal Ball still broke
Mike_Rotsch,,2019-02-15 10:09:00,107.876,MSFT Shes fighting really hard I kinda expected her to come crashing down by now
Preatorian,True,2019-02-15 10:08:00,107.85,MSFT long but I think some puts are in order Dont see this holding Profit taking end of day for the 3 day weekend
EconBank,,2019-02-15 10:06:00,107.831,Watching closely JPM MSFT AMZN AAPL ITRI DEO SAN C CWT
HCPG,,2019-02-15 09:57:00,107.821,we sold last ROKU this AM in front of ERS next week Sold 13 NFLX 13 LULU and have 12 MSFT GLW left
Donnie_Azoff0707,,2019-02-15 09:56:00,107.808,MSFT lets engulf here
Mike_Rotsch,,2019-02-15 09:54:00,107.7,MSFT When you see bullshit its okay to go ahead and push that bullshit button
HatethewordNever,,2019-02-15 09:50:00,107.808,MSFT Selling Selling Selling Not all but everythings going to be all right
Preatorian,,2019-02-15 09:47:00,108.025,MSFT took the swing on 110 calls for 200 07 22 Still holding long from 10645
Papabear4life,,2019-02-15 09:46:00,107.959,MSFT this needs to break and hold 10814 If not back to 10770
eholland,True,2019-02-15 09:45:00,107.914,MSFT looking great
jlindsey0923,,2019-02-15 09:42:00,107.938,MSFT Nasdaq is lagging
denl,True,2019-02-15 09:40:00,107.888,MSFT just chuging along every day little by little before we know all time high
HowieG,True,2019-02-15 09:39:00,107.972,MSFT that 107 was a pain in the ARSE LOL
Lazio1982,True,2019-02-15 09:39:00,107.972,MSFT beautiful AAPL TQQQ QQQ
HowieG,True,2019-02-15 09:39:00,107.972,MSFT Mike R broke his Crystal Ball and look at this hahahahaha
Donnie_Azoff0707,,2019-02-15 09:37:00,107.968,MSFT How we looking Rotsch
spense375,,2019-02-15 09:37:00,107.968,MSFT now we fight with 108
Montpbm,True,2019-02-15 09:34:00,108.173,MSFT Wow I really didnt expect this Nice
HCPG,,2019-02-15 09:34:00,108.173,sold the last of ROKU swing earnings next week Moved up stop on NFLX GLW LULU MSFT swings
M31,True,2019-02-15 09:33:00,108.018,MSFT blew right thru to 108
bluhorshue,,2019-02-15 09:33:00,108.018,MSFT comrad general
HowieG,True,2019-02-15 09:32:00,108.079,MSFT weeeeeeee
UGADawg96,,2019-02-15 09:32:00,108.079,MSFT It did it it did it It broke 108 Who would have thunk it
