timhorton,,2019-05-24 15:59:00,178.028,QQQ why is this crashing Any news
Lexcorp331,True,2019-05-24 15:09:00,178.503,QQQ Weekly RSI on Qs is at historic strong support Just an FYI more backing my strong green start to next week
TradingGods,,2019-05-24 15:09:00,178.503,DIA SPY QQQ Markets Down All Day on Thursday tradinggodsnettradinggod
ChartMill,,2019-05-24 15:07:00,178.48,QQQ has only a medium technical rating but it does show a decent setup pattern chartmillcomanalyzephpu
Lexcorp331,True,2019-05-24 15:06:00,178.559,QQQ SPY any PPT hanging around to pump into close Maybe a PPT algo bot will do the job
PajamaTrader,True,2019-05-24 15:02:00,178.53,BBBBOOOOOOOOOOYYAAAAHHHH Power hour has NEVER disappointed me NOW LETS RIP TO SESSION HIGHS PANIC THOSE BEARS OUT AHEAD OF THE LONG WEEKEND BABY SPY QQQ
UpDownSidways,,2019-05-24 15:02:00,178.53,There we go lets go SPY QQQ
AlphaTrader8,False,2019-05-24 14:57:00,178.45,SPY If it plays out as H SsThen SPY Top of Head 29495 SPY 280 neckline 15SPY 280 15 SPY 265 near term target and yes there may be speed bumps like at SPY 277 however SPY 265 near term by June 21 2019 is a possible scenario AAPL QQQ heavily short MU30 to 28 is possible
MR102percent,,2019-05-24 14:56:00,178.43,QQQ pretty weak I must say
PajamaTrader,,2019-05-24 14:52:00,178.368,Big outperformance from China names today has the Dow leads CAT BA DJIA SPY QQQ
marketchameleonwins,,2019-05-24 14:46:00,178.574,QQQ 07Jun19 1775 Puts Traded 10550 Times for 23 Million in Premium marketchameleoncomOvervie
LuvinVolatility,,2019-05-24 14:44:00,178.538,QQQ sold some 17850 calls expiring today for 029
9to5Trader54321,False,2019-05-24 14:42:00,178.543,QQQ Longs living on a prayer
mrwesleysir,,2019-05-24 14:40:00,178.533,QQQ Are we the only fools trading todayeveryone else is out drinking beer
TheWolfofWS,False,2019-05-24 14:39:00,178.49,NIOSPY QQQ VIX Imagine how much of a sick fck youd have to be to personally lose money on NIO everyday for months still come in here try to tell other people they should do the sameshould anyone listen to you clown bulls
CrocksAndPonds,,2019-05-24 14:37:00,178.498,QQQ Geez 90 minutes left insurance still in play those 178 puts pretty much at the same price I bought them at earlier DO we have an end of day dump I believe so Off to mow now lets see what happens when I get back this still is a crazy ass market but I think just too much uncertainty to stay green over a holiday weekend
OoohYesssss,False,2019-05-24 14:32:00,178.522,IYT SPY DIA QQQ what a mess tlanspolts seyzzz rower rooks vely vely bad rmao hahaha
Lexcorp331,,2019-05-24 14:23:00,178.51,QQQ SPY Tutes running retail out will buy in cheap on Tuesday and get retail to buy high then dump it off Look for big green open on Tuesday and another green day Wednesday After FOMO next leg down
Mishka1,,2019-05-24 14:22:00,178.518,SPY QQQ If everybody buys just a little bit well all be winners So check those sofa cushions and glove compartments for spare change
jennisdohn,,2019-05-24 14:18:00,178.444,SPY QQQ They are really working hard keeping this up before the long weekend
Lexcorp331,,2019-05-24 14:18:00,178.444,QQQ Im going to hold TQQQ over weekend Markets playing tricks Qs sitting on support Im thinking they blow up next week before next leg down
VandelayIndustriesInc,,2019-05-24 14:17:00,178.392,QQQ SPY AAPL feels like a short into the close and over the long weekend
Lach14,,2019-05-24 14:14:00,178.408,Dont much like the Semi etf SMH Weekly chart here NVDA MU SPY QQQ
Remind,False,2019-05-24 14:14:00,178.408,SPY QQQ Oil very weak This will close red
TradingGods,,2019-05-24 14:12:00,178.481,SPY QQQ Trading Day After Memorial Day Mixed tradinggodsnettradinggod
Remind,False,2019-05-24 14:11:00,178.499,QQQ SPY The morning rally was because of the oversold bounce on oil Now that its going down so is the whole market
Devanish,False,2019-05-24 14:06:00,178.406,QQQ We will close read today if you havent figured it out yet
dkim24,False,2019-05-24 14:06:00,178.406,QQQ 1775 EOD gap down to 174 on monday
Devanish,False,2019-05-24 14:05:00,178.442,QQQ Here we go BTD and make me rich
mrwesleysir,,2019-05-24 14:04:00,178.51,QQQ Cement Boots
Lexcorp331,,2019-05-24 14:03:00,178.517,QQQ Dying or ready to blast off I lean toward dying
Remind,False,2019-05-24 14:01:00,178.594,QQQ Simple signal get out while you can
Lexcorp331,,2019-05-24 13:56:00,178.765,QQQ Gotta be behavioral AI the moment I purchase it reverses lol
gastrader7,True,2019-05-24 13:54:00,178.937,SPY QQQ bears love the puts
dkim24,False,2019-05-24 13:54:00,178.937,QQQ another doblue down on SQQQ right here
PajamaTrader,True,2019-05-24 13:53:00,178.955,Bears got that siiiinking feeling again baby You know what comes next the squuueeeeze LETS GO SPY QQQ
morphues,,2019-05-24 13:51:00,178.91,SPY DIA QQQ VIX This is why we are up In case some missed the news
SmallShare,,2019-05-24 13:47:00,178.818,QQQ fighting to stay in the green todaysee if it continues into the close youtubecomwatchvL2AmR6y
Lexcorp331,,2019-05-24 13:44:00,178.788,QQQ Looks like it wants to die so will probably go parabolic into close above 180 Would shock no one
PajamaTrader,True,2019-05-24 13:44:00,178.788,What a MMASSSIIVVEE V RALLY reversal from oil today WOW USO SPY QQQ
3rD_EYE,False,2019-05-24 13:39:00,178.73,IF this level triggers then its game onon the downside see report wwwdynamiccapitalholdingsllccompagesreportsdmsMKT20SELL20ALERT20triggers20QQQSPX2052419pdfSPY SPX SPY SP500 SPX500 SP500Index SPXUSD QQQ QQQ Invesco Stocks IndexAnalysis TechnicalAnalysis Algo AlgorithmicTrading AlgoTrading MarketInteligence Quant
Ro_Patel,,2019-05-24 13:37:00,178.665,Atlanta Fed GDPNow model estimate for real GDP growth sadjd annual rate in 2Q19 is 13 on May 24 up from 12 on May 16 JP Morgan economists slowers 2Q19 growth of just 1 down from their prior forecast of 225 off the 32 reported in 1Q19 SPY ESF VIX TLT QQQ
Lach14,,2019-05-24 13:35:00,178.64,SPY chart QQQ IWM
OoohYesssss,False,2019-05-24 13:34:00,178.675,AAPL SPY QQQ DIA im bullish but when i look at apple price structure if i had to name it i would call it titanic lmao
Lach14,,2019-05-24 13:34:00,178.675,QQQ Weekly chart looks vulnerable SPY IWM
AlphaTrader8,False,2019-05-24 13:32:00,178.609,AAPL MU SPY QQQ Watch Apple that is all you need to know BEAR Flag Breakdown overlaid with Bearish pattern of Descending Triangle Breakdown means Markets go lower and Stocks go
Lach14,,2019-05-24 13:26:00,178.703,The Ark Innovation etf ARKK weekly chart Will either bounce or break down from here SPY QQQ
Remind,False,2019-05-24 13:13:00,178.765,QQQ fading away
OoohYesssss,False,2019-05-24 13:13:00,178.765,AAPL SPY QQQ DIA 30min candles price at resistance what was support see how this plays next weekmarsha marsha marsha china china china
JjBooby,,2019-05-24 13:08:00,178.875,Its almost like this market ispreprogrammed SPY QQQ YMF VIX
OoohYesssss,False,2019-05-24 13:05:00,178.854,AAPL SPY QQQ DIA slower growth and china trade war seems to be taking a toll on AAPL maybe warren and tim can buy more
Lexcorp331,False,2019-05-24 13:03:00,178.95,QQQ Looks pathetic no retest of 180 A lot of technical damage done yesterday Im more bullish over 180 not flailing around here looking weak
MRKEE,,2019-05-24 13:03:00,178.95,DIA SPY QQQ IWM Have a great weekend everyone and thankyou to all the veterans who haveare serving
PajamaTrader,True,2019-05-24 13:00:00,179.044,The nail was just DRIVEN INTO THE COFFIN That was it game over See you at all times highs next week SPY QQQ
WendelBolide,,2019-05-24 13:00:00,179.044,QQQ oh is the trade war over Guess everything is ok now
PajamaTrader,True,2019-05-24 12:58:00,178.955,Bears YOU HAVE LOST It doesnt matter what happens everyone knows if something were to take a turn for the worst we just cut rates of back off China Thats it SPY QQQ
gastrader7,True,2019-05-24 12:50:00,178.89,SPY QQQ i can smell lots of puts being bought this morning
PajamaTrader,True,2019-05-24 12:50:00,178.89,Its going to take a recession to break this 280 level A REAL RECESSION not a fake one talked about by news anchors and fear mongers SPY QQQ
PajamaTrader,True,2019-05-24 12:46:00,179.032,They just CCAANNTT take this market DDOOWWNN You would think they bears have EVERYTHING they wanted news wise yet price does not react This is called a bull market and is because traders know the market is the ultimate voting machine that Trump and Powell MUST listen to SPY QQQ
PajamaTrader,True,2019-05-24 12:37:00,178.975,PAY ATTENTION to what is acting SENSATIONAL TODAY JPM is at session highs SPY QQQ
cybercash28,,2019-05-24 12:34:00,178.96,SNAP HH Morning star Downtrend broken Good entry XLK QQQ
PajamaTrader,True,2019-05-24 12:32:00,179.008,Every trader that matters know its absolute LUDICROUS RECKLESS to hold short over a 3 day weekend when just 1 iota of positivisty can send market RIPPING SPY QQQ
UpDownSidways,,2019-05-24 12:32:00,179.008,Lets go BIDU nice consolidation intra day time to pop this SPY QQQ 70 points below month ago price First Green Day
PajamaTrader,True,2019-05-24 12:31:00,178.938,HERE COMES THE MASSIVE VOLUME SHORT SQUEEZE MY FRIENDS THANK ME LATER SPY QQQ PITYTHEFOOL
Lexcorp331,,2019-05-24 12:30:00,178.826,QQQ Go higher Im not grabbing SQQQ at this pathetic pump attempt
TimingStockMarket,,2019-05-24 12:30:00,178.826,Friday afternoon before a major 3day weekend Market is taking a collective deep breath knowing that a random tweet from a golf course can wreak havoc all over again Probably not the time to hold short or initiate new long just yet SPY QQQ IWM TQQQ TNA
PajamaTrader,True,2019-05-24 12:29:00,178.827,COME TO PAPAAAAAAAAAAAAAAAAAAAAAAAAAA To the VWAP and BEYOND BABY SPY QQQ
PajamaTrader,True,2019-05-24 12:27:00,178.792,I LOVE the haters They are bullish indicator 1 when the bears go insane and try to bash you you know the parabolic move is on deck SPY QQQ AMZN
MagicallyDelicious,,2019-05-24 12:26:00,178.764,SPY QQQ so much aggressive selling absorbed so many bears consolidated
ThanhVII,,2019-05-24 12:20:00,178.686,FXI BABA from Benzinga Huaweis Top Phone Assembler Flextronics Halts Production At China Plant Nikkei Reports Do they have welfare checks SPY QQQ IWM
PajamaTrader,True,2019-05-24 12:20:00,178.686,We have had a sensationally relentless pattern of higher highs and higher lows since mid way through yesterdays session GIDDY UP SPY QQQ
Lazio1982,True,2019-05-24 12:19:00,178.444,QQQ Added more here
Lazio1982,True,2019-05-24 12:15:00,178.639,QQQ June 21 180s I love here Own enough now
HomelessDayTrader1,False,2019-05-24 12:14:00,178.626,QQQ right in time before the long weekend Load the puts baby
HomelessDayTrader1,False,2019-05-24 12:14:00,178.626,QQQ SPY cnncom20190524politics
Lazio1982,True,2019-05-24 12:13:00,178.571,QQQ Added a few more June
StockPlaza,,2019-05-24 12:11:00,178.616,QQQ SPY China warned Trump of No TALK until his stupid bullying actions are withdrawn and properly apologized with sincerity That wont happen given how ego maniacal the moron in WH is
Lazio1982,True,2019-05-24 12:09:00,178.7,QQQ Just bought Calls
StockPlaza,,2019-05-24 12:09:00,178.7,SPY QQQ Long weekend is usually bullish but who can blame profit takers not knowing what the moron in WH farts over the free time of 3 days
CrocksAndPonds,,2019-05-24 11:58:00,178.66,QQQ 178 puts for insurance 35250 puts on NFLX while I go do yard work
PajamaTrader,True,2019-05-24 11:56:00,178.76,I PITY THE FOOL THAT TRIES TO SHORT THIS MARKET Come to PAPA SPY QQQ
UpDownSidways,,2019-05-24 11:55:00,178.799,BIDU was 70 higher a month ago 70 POINTS SPY QQQ
PajamaTrader,,2019-05-24 11:54:00,178.772,Flat is no longer unchanged in this market where buybacks and low interest rates reign king Flat is now up 25 all things equal The melt up drift is the flat trade SPY QQQ
PajamaTrader,True,2019-05-24 11:52:00,178.763,Explosion higher that wont stop until session highs in 321 SPY QQQ AMZN
PajamaTrader,True,2019-05-24 11:50:00,178.752,BBBBOOOOOOOOYAH As voaltility gets SLAMMED today ask yourself why did you sellshort based off of fear and fear alone PANICNEVERPAYS It PAYS to be optomistic and take advantage when others panic NOW LETS RIP SPY QQQ
TradingLicks,,2019-05-24 11:47:00,178.726,Are the bears exhausted or just taking a breather TVO knows mytradinglickscom201905 SPY SPX QQQ DJIA IWM TVO MB
flamez007,,2019-05-24 11:46:00,178.74,SPY QQQ IWM
TradingGods,,2019-05-24 11:42:00,178.702,DIA SPY QQQ IWM XLK Current Stock Market Risk Is High tradinggodsnettradinggod
Remind,False,2019-05-24 11:37:00,178.64,QQQ Gundlach was right the bear market started months ago
hariseldontrader,,2019-05-24 11:29:00,178.427,UPRO TQQQ SPY QQQ Ugly red candle yesterday on the main markets The HST model signal is still 100 long with UPRO but barometer says it could turn to cash soon enough
WonFiniTy,True,2019-05-24 11:29:00,178.427,SPY QQQ more things looking optimistic next week you should get in before weekend
money_flows,,2019-05-24 11:22:00,178.429,SPY QQQ rough last couple days start fresh next week
Ken99,,2019-05-24 11:20:00,178.3,QQQ 200 day moving average is just under 174 Id guess will mostly likely test it soon
MarketCharts,,2019-05-24 11:18:00,178.27,Nasdaq100 Stocks With Daily RSI Above 70 23May5Day 3 10Day 1 14Day 1 NDX QQQIndexIndicatorscom
UpDownSidways,,2019-05-24 11:16:00,178.353,BIDU easy 120125 on short covering bounce And that would be super tiny on the daily chart QQQ SPY
tripptrades,,2019-05-24 11:16:00,178.353,SPY SPX QQQ ESF NQF They are setting up for some serious selling next week Please dont get caught in the chop Why else would they be buying bonds Only retail and a small number of algos still buying indexes Youhavebeenwarned
200pips,True,2019-05-24 11:15:00,178.366,QQQ really hope you didnt sell here and loaded up
SongSong1,False,2019-05-24 11:14:00,178.393,DJIA SPY QQQ RIP for your calls
TheChartiste,True,2019-05-24 11:13:00,178.38,QQQ starting Monday the market is going to be bullish for 910 trading days
Lexcorp331,,2019-05-24 11:12:00,178.288,QQQ Sold SQQQ again for very nice profit If your chart is good and your timing you can make money in this chop but get greedy and hold a second too long your profit is halved lol
harmongreg,,2019-05-24 11:10:00,178.28,Where are my Sox dragonflycapcomwhereare SOX QQQ
DiverX,,2019-05-24 11:09:00,178.385,SPY QQQ No bueno when a 5 min candle gets rejected like that
TimingStockMarket,,2019-05-24 11:08:00,178.524,UVXY has actually been down since start of this tariff war on May 9 Thats not how UVXY behaves in a bear market We are not in a bear market SPY QQQ IWM
PajamaTrader,,2019-05-24 11:06:00,178.597,Stay alert for the volatility crush as the markets fill gaps and reverse higher SPY QQQ VXX
HomelessDayTrader1,False,2019-05-24 11:02:00,178.597,SPY QQQ what a textbook pump n dump Pay me bulls Hahahahaha
koolmelee,,2019-05-24 10:59:00,178.442,QQQ gap bounce gonna drift up rest of day slowly on light volume
Remind,False,2019-05-24 10:59:00,178.442,QQQ That daily candle stick looks dreadful Get out while you can
Ken99,,2019-05-24 10:58:00,178.405,QQQ anyone want to hold a long position here over a long holiday weekend were getting our answer right now early gains erased
Lexcorp331,,2019-05-24 10:58:00,178.405,QQQ SPY Who is buying into a failed gap up Same people buying a head and shoulders pattern I guess
tripptrades,False,2019-05-24 10:58:00,178.405,SPY SPX QQQ ESF Thanks for paying for my vacation Retail investors are the dumbest creatures on the planet Dont even look at anything just buy buy buy Use ur heads dumbies 2810 incoming
iwilldomybest,False,2019-05-24 10:57:00,178.418,SPY QQQ ESF NQF horrible durable goods orders number
soma_,,2019-05-24 10:57:00,178.418,QQQ will get lame quick if the intraday volitilty indexes get pushed so far so fast
200pips,True,2019-05-24 10:57:00,178.418,QQQ completely filled the gap buy all you can back to 180 by days end
protrader1aa,True,2019-05-24 10:55:00,178.408,DIA SPY QQQ DJIA NSPR LOW FLOAT ALERT
200pips,True,2019-05-24 10:55:00,178.408,QQQ buy buy buy all you can now
Radwyatt,False,2019-05-24 10:53:00,178.409,TSLA ooh I was having so much fun here That I didnt check the rest of the market plunge SPY DJIA QQQ
chrisieg66,False,2019-05-24 10:53:00,178.409,QQQ beautiful fade
DiverX,,2019-05-24 10:52:00,178.54,SPY QQQ only problem now is MACD is negative so a bounce might be hard watching on 5 min
GordonGekko888,False,2019-05-24 10:52:00,178.54,DJIA SPY SPX QQQ Get ready for the big DUMP
Atrader777,False,2019-05-24 10:50:00,178.528,QQQ waterfall
200pips,True,2019-05-24 10:49:00,178.55,QQQ just relax people they are just gonna fill the gap between 16825 and 16870 and then shoot right back up
DiverX,,2019-05-24 10:48:00,178.684,SPY QQQ Gap fill coming obviously
frankfantasy,,2019-05-24 10:48:00,178.684,Downward wave 2 is brewing for the broad market QQQ may see another 5 drop next week which may mean 10 or more for stocks like TSLA That said how TSLA behaves around 180 is key
koolmelee,False,2019-05-24 10:47:00,178.702,QQQ Finally a direction low volume though but lets fill that gap 1784
Option_Wolf,,2019-05-24 10:44:00,178.859,Join our seminar at Hult International Business School in Cambridge MA More details coming soon Sign up at Optionwolfcom to learn more SPY QQQ GOOG AMZN FB
SteinCapital,,2019-05-24 10:42:00,178.852,SPY QQQ 23 puts for profit and one from yesterday at small loss
AlexanderHandleton,False,2019-05-24 10:39:00,178.995,UUP yep usd top is in US decelerating hard finally Will support Corp earnings until fed forced to hike on higher import prices SPY QQQ DIA also great for EEM
AngryTrading,,2019-05-24 10:37:00,178.92,QQQ China will do the sneak attack retaliation this weekendlol
EquityFeedAlerts,,2019-05-24 10:35:00,178.839,BLOCK TRADE QQQ 750000 shares 17899 103409
Lexcorp331,,2019-05-24 10:35:00,178.839,QQQ SPY May buy thofor da bounce
roake0341,False,2019-05-24 10:31:00,178.967,QQQ not much of a rally
AngryTrading,,2019-05-24 10:31:00,178.967,QQQ whos holding over the long weekend praying that Trump changes his mnd and makes Huawei chief supplier of all american telecoms Rofl
Devanish,False,2019-05-24 10:30:00,178.92,QQQ SPY Bulls queuing for the exit right now
Godzillion,True,2019-05-24 10:30:00,178.92,ROKU Reposting due to some stats errorROKU vs Wall Street favourite in last 3 years SHOPSHOP Revenue 118Billion YoY Quarterly Growth 495 Market valuation 31Billion ROKU Revenue 815million YoY Quarterly Growth 515 Market valuation 105Billion SPY QQQ
Lexcorp331,,2019-05-24 10:30:00,178.92,QQQ Out of SQQQ for nice profit on that dump made up for TQQQ loss earlier Whipsaw stuff timing has to be perfect or you get hosed
TheChartPros,,2019-05-24 10:29:00,179.003,ESF SPY QQQ DIA intraday downtrending thus far no new buys wait and see how much lower we go intraday first before attempting a new long or call trade most likely keep trades to daytrades to avoid the continued trade war action SPY QQQ DIA
Option_Wolf,,2019-05-24 10:28:00,179.108,Across the general markets we havent formed a solid bottom yet unless we see SPY above 186 and QQQ back above 183 Markets in general are forming sideways action which could remain in this form for quite some time That doesnt mean we cant expect certain stocks and sectors to rally and others to experience a selloff Both are very possible in a sideways market condition Well have to track strong sectors and find strong performing top stocks in those sectors for a great bullish long position And vice versa for bearish ones I highly recommend using sectorspdrcom to conduct your research on the sector performances
SteinCapital,,2019-05-24 10:25:00,179.329,SPY lets go baby QQQ 177P
Lexcorp331,,2019-05-24 10:25:00,179.329,QQQ lower lows but still a gap and flat on 5min
ThereAreNoSpoons,,2019-05-24 10:24:00,179.463,SPY QQQ IWM Todays scintillating action since the open
UpDownSidways,,2019-05-24 10:23:00,179.403,long BIDU here I think China stocks will bounce a bit since Chinese back in talks BIDU got hit the most shorts should start to cover here SPY QQQ
ShortThePeak,False,2019-05-24 10:23:00,179.403,SPY QQQ IWM Buy puts on this pop
TheChartPros,True,2019-05-24 10:23:00,179.403,AMZN call huge off 1805 support as we mentioned yesterday know the major technical support levels in the market and youll be one step ahead of 90 of traders who fail AMZN QQQ QQQ options world these calls are well over 100 gains congrats to those who followed the play
TakeProfits120,,2019-05-24 10:21:00,179.405,howardlindzon Whens the free options trading app dropping I need that ASAP Robinhood banned me 90 days for day trading less than 25k in account TDAmeritrade lets me day trade with a cash account but these fees are killin me QQQ SPY
TimingStockMarket,,2019-05-24 10:17:00,179.378,If you havent read the REVISED trading plan we posted yet you may want to do so SPY QQQ IWM TQQQ TNA hovering at 1st level of resistance shown on our charts last night We also discussed next shortterm move and intermediate term move timingstockmarketcomhome
MichaelStephen,,2019-05-24 10:16:00,179.405,QQQ 180 pin
Locklimitup2000,,2019-05-24 10:15:00,179.345,SPY QQQ Reporters are just baiting the president with these questions daily What do you think Hes going to say the opposite and not be optimistic it aint happening anytime soon now you have companies delisting Nothing will happen until after the election
SteinCapital,False,2019-05-24 10:13:00,179.45,SPY QQQ FB fb to potentially remove 22 billion accounts Theres only 7 billion people Theres not a single place there isnt a bubble
tripptrades,,2019-05-24 10:12:00,179.36,SPY QQQ SPX ESF Taking money from retail is like taking money from a newborn baby Learn to use your heads
AngryTrading,,2019-05-24 10:11:00,179.365,QQQ they aint never gonna take Trump out in cuffs Straight jacket probably but not cuffs
tripptrades,False,2019-05-24 10:11:00,179.365,SPY SPX QQQ ESF Its honestly just hilarious at this point You think like retail you will continue to get creamed like retail See ya at 2810 Another easy day
Lexcorp331,,2019-05-24 10:04:00,179.605,QQQ Ran me out on the rug pull Bearish engulfing on 5min nothing I can do SOBs
PajamaTrader,True,2019-05-24 10:04:00,179.605,FRESH SESSION HIGHS FROM THE JUGGERNAUT AMAZON I am expecting a 40 point surge today AMZN SPY QQQ 15 trillion dollar company without even trying Yeah thats the most bullish thing Ive ever heard
ChartMill,,2019-05-24 10:04:00,179.605,Although the technical rating is only medium QQQ does present a nice setup opportunity chartmillcomanalyzephpu
JDM_Trends,,2019-05-24 10:03:00,179.561,AXL SPY QQQ IWM DIA Well I should held this longer but profits are profits
JDM_Trends,,2019-05-24 10:00:00,179.481,PWR SPY QQQ IWM DIA Out with all profits from the short started on 52
JDM_Trends,,2019-05-24 09:58:00,179.497,WERN SPY QQQ DIA IWM Took the last half of my position off today Was a bumpy ride but paid off
PajamaTrader,True,2019-05-24 09:52:00,179.513,Ive said it for months They just CCAAANNNNTTT take this market DDDOOOOWWWWNNNNN SPY QQQ AMZN
Partridge,,2019-05-24 09:51:00,179.453,SPY QQQ all trades closed you kids try not to lose ok
slowslimslider,True,2019-05-24 09:49:00,179.365,SPY QQQ IWM BULL RUSH
GregRieben,,2019-05-24 09:48:00,179.537,This latest pullback in SPY QQQ has loaded up my swing trade list with ton of setups I just need to see some follow through first before getting on board
Sirtuan,,2019-05-24 09:48:00,179.537,SPY QQQ IWM bears closing their short before the holidy
200pips,True,2019-05-24 09:46:00,179.586,QQQ if this isnt the easiest money you will ever make then I dont know what your doing trading
PajamaTrader,True,2019-05-24 09:45:00,179.778,Yesterday is now a CONFIRMED ISLAND REVERSAL BOTTOM the bottom is in boys all upside from here Notice how all of the sudden on no news whatsoever CNBC is now positive vs yesterday was the end of the world READ THROUGH THE NOISE SPY QQQ
Lexcorp331,,2019-05-24 09:44:00,179.758,QQQ Above 180 is very bullish I would probably not even take profit just hold for next week
TheWolfofWS,True,2019-05-24 09:42:00,179.7,SPY QQQ VIX The TSLAQ stuff is the dumbest thing Ive ever heardtheyre all delusional conspiracy theorist
NewBullFeb2018,False,2019-05-24 09:42:00,179.7,QQQ High of day hit
MRKEE,,2019-05-24 09:41:00,179.645,DIA QQQ IWM SPY Just my guess think we are going to get chopped around inside the wedge premium sellers win today
marketnotyourfriend,,2019-05-24 09:40:00,179.608,JNUG SPY QQQ the story of bulls and bears moving the market is a lie market moves are strictly regulated not a single tick is left to chance financial market is their casino and not of benefit to the public markets will do whatever it takes to cause the greatest amount of pain to the largest number of people thats the shabby truth
MagicallyDelicious,,2019-05-24 09:40:00,179.608,SPY QQQ
Devanish,False,2019-05-24 09:39:00,179.583,QQQ Tariff Man predicts a quick resolution and the markets are up hahatalk about a house of cards Grab your ankles Bulls
PajamaTrader,True,2019-05-24 09:37:00,179.623,I tried to tell you ALL DAY yesterday that this exact thing would happen You knew the risk its been the same playbook for months You have nobody to blame but yourself if you are down today SPY QQQ
MadMartigen1776,False,2019-05-24 09:37:00,179.623,SPY DIA QQQ Durable goods miss and rare earth quota announced but hey Trump tweeted
PajamaTrader,True,2019-05-24 09:35:00,179.713,AMZN DIDNT GIVE A SINGLE INCH BACK its ready to BREAKOUT NOW SPY QQQ
Xavier_The_Master_Trader,,2019-05-24 09:35:00,179.713,Im up so much in QQQ qnd SPY that when I share these gains ima get at least 30 hate msg lmao
CQGThom,,2019-05-24 09:34:00,179.64,SPY Todays 833 CST 10 topbottom percent net change performers in the SP 500 Index ESF QQQ CQGInc CQGThom
CQGThom,,2019-05-24 09:34:00,179.64,SPY Todays 833 CST 10 topbottom percent net change performers in the NASDAQ 100 Index ESF QQQ CQGInc CQGThom
CQGThom,,2019-05-24 09:32:00,179.65,SPY Todays 832 CST 10 topbottom percent net change performers on the NYSE ESF QQQ CQGInc CQGThom
CQGThom,,2019-05-24 09:32:00,179.65,SPY Todays 832 CST 10 topbottom percent net change performers on the NASDAQ ESF QQQ CQGInc CQGThom
GregRieben,,2019-05-24 09:32:00,179.65,QQQ price held up nicely so far where it was suppose to
CQGThom,,2019-05-24 09:31:00,179.583,SPY Today 830 CST equities up FI down metals mixed crude products up nat gas down down ESF TLT QQQ CQGInc CQGThom
